Country,Business,Partner Name,Partner Product Name,BI Product Name
Portugal,Animal Health,Codivet,Semintra 4mg/ml (fr.30ml),SEMINTRA LIQUI/30ML 1/4MG/ML ES
Portugal,Animal Health,Sopronorte,Frontline combo - s- monopipeta,FTL COMBO DOG S TUDLI/ 1/67+603MG/06
Portugal,Animal Health,Sopronorte,Frontline combo spot-on gatos sol p/ unção punctiforme 1 pip,FTL COMBO CAT TUDLI/ 1/50+60MG/05ML F
Portugal,Animal Health,Sopronorte,Frontline combo 40-60 kg,FTL CMBO DOG XL TUDLI/ 3/402+3618MG/4
Portugal,Animal Health,Sopronorte,Frontline combo 20-40 kg,FTL COMBO DOG L TUDLI/ 3/268+2412/26
Portugal,Animal Health,Sopronorte,Frontline combo 10-20 kg,FTL COMBO DOG M TUDLI/ 3/134+1206MG/1
Portugal,Animal Health,Sopronorte,Frontline combo até 10 kg,FTL COMBO DOG S TUDLI/ 3/67+603MG/06
Portugal,Animal Health,Sopronorte,Frontline combo spot-on gatos sol p/ unção punctiforme 3 pip,FTL COMBO CAT TUDLI/ 3/50+60MG/05ML P
Portugal,Animal Health,Sopronorte,Stomorgyl 10 comp.,STOMORGYL 10 FICTA/ 10/250+125MG PT
Portugal,Animal Health,Sopronorte,Frontline spray 100 ml,FRONTLINE SPRAY PUMPS/100ML 1/25MG/ML
Portugal,Animal Health,Sopronorte,Frontline spray 250 ml,FRONTLINE SPRAY PUMPS/250ML 1/25MG/ML
Portugal,Animal Health,Sopronorte,Ubroseal dry cow 26 g susp intramamária para bovinos cx 20,UBROSEAL OSGEL/4G 20/ES/PT
Portugal,Animal Health,Sopronorte,Apelka 5 mg/ml solução oral para gatos 30ml,APELKA OLIQU/30ML 1/5MG/ML E/P/I
Portugal,Animal Health,Sopronorte,Prozinc 40 ui/ml suspensão injetável para cães e gatos 10 ml,PROZINC INJSC/10ML 1/40IU/ML ES
Portugal,Animal Health,Sopronorte,Purevax felv 10 doses,PUREVAX FELV INJVI/3ML 10/1DS ES
Portugal,Animal Health,Sopronorte,Eurican dappi - l multi cx 10 doses,EURDAPPI L MUL INJSC/3ML 10/1DS FR
Portugal,Animal Health,Sopronorte,Immiticide fl 50 mg (cx 5 frs),IMMITICIDE INJVI/ 5*1/PT
Portugal,Animal Health,Sopronorte,Rabisin 10 doses,RABISIN ST INJVI/3ML 10/1DS PT
Portugal,Animal Health,Sopronorte,Ivomec 10 mg/ml sol inj para bovinos ovinos e suínos 200ml,IVOMEC 1% INJSC/200ML 1/10MG/ML PT
Portugal,Animal Health,Sopronorte,Mamyzin secado susp intramamária para bovinos (vacas) cx 20,MAMYZIN SECADO OSOIN/5ML 20/20+56+20MG
Portugal,Animal Health,Sopronorte,Quentan 50 ml,BISOLVON CATTLE LIINJ/50ML 1/300MG/100M
Portugal,Animal Health,Sopronorte,Bovela 50 ml - 25 ds,BOVELA BVD INVIM/50ML 1/25DS ES/PT
Portugal,Animal Health,Sopronorte,Broadline l 3 seringas,BROADLINE CAT L TUDLI/ 3/ES/PT
Portugal,Animal Health,Sopronorte,Semintra 4 mg/ml solução oral para gatos 30ml,SEMINTRA LIQUI/30ML 1/4MG/ML ES
Portugal,Animal Health,Sopronorte,Broadline gato s 3 seringas,BROADLINE CAT S TUDLI/ 3/ES/PT
Portugal,Animal Health,Sopronorte,Reprocyc prrs eu liof. e solv. p/ susp. inj. p/ suinos 50 ds,REPROC PRRS EU INVIM/100ML 1/50DS ES/P
Portugal,Animal Health,Sopronorte,Entericolix emulsão injetável para suínos 50ml 25 doses,ENTERICOLIX INVIM/50ML 1/25DS ES/PT/IT
Portugal,Animal Health,Sopronorte,Vetmedin vet comp. mast. 125 mg x 100,VETMEDIN VET CHWTA/ 100/125MG ES
Portugal,Animal Health,Sopronorte,Miloxan suspensão inj para bovinos ovinos e caprinos 250ml,MILOXAN INJVI/250ML 1/PT
Portugal,Animal Health,Sopronorte,Miloxan susp. inj. para bovinos ovinos e caprinos -  50 ml,MILOXAN INJVI/50ML 1/PT
Portugal,Animal Health,Sopronorte,Purevax rcpch 10 doses,PUREVAX RCPCH INJVI/3ML 10/1DS ES
Portugal,Animal Health,Sopronorte,Imalgene 1000 10 ml,IMALGENE 1000 INJVI/10ML 1/1G/10ML PT
Portugal,Animal Health,Sopronorte,Neocolipor suspensão inj para suínos 25 doses,NEOCOLIPOR INJVI/50ML 1/25DS GR/CY/PT
Portugal,Animal Health,Sopronorte,Eurican pneumo suspensão injectável para cães cx 10x1 dose,EURICAN PNEUMO INJSC/3ML 10/1DS PT
Portugal,Animal Health,Sopronorte,Bovela liofilizado e solvente p/ susp inj p/ bovinos 5 doses,BOVELA BVD INVIM/10ML 1/5DS ES/PT
Portugal,Animal Health,Sopronorte,Monzal 100 mg/ml solução injetável para suínos e cães 50ml,MONZAL LIINJ/50ML 1/ES/PT
Portugal,Animal Health,Sopronorte,Bovalto respi intranasal spray nasal p/ bovinos 5 x 1 ds,BOVALTO RESPI 2 INJVI/2ML 5/1DS ES/PT
Portugal,Animal Health,Sopronorte,Nexgard 136 mg comp mastigáveis p/ cães ? 25-50 kg  xl cx3,NEXGARD DOG XL CHWTA/ 3/136MG ES/PT
Portugal,Animal Health,Sopronorte,Nexgard 68 mg comp mastigáveis para cães  10-25 kg l cx3,NEXGARD DOG L CHWTA/ 3/68MG ES/PT
Portugal,Animal Health,Sopronorte,Nexgard 28 mg comp mastigáveis para cães  4-10 kg m cx3,NEXGARD DOG M CHWTA/ 3/283MG ES/PT
Portugal,Animal Health,Sopronorte,Nexgard 11 mg comp mastigáveis para cães 2-4 kg s cx3,NEXGARD DOG S CHWTA/ 3/113MG ES/PT
Portugal,Animal Health,Sopronorte,Fencovis susp. inj. para bovinos 10 ml - 5 ds,FENCOVIS INJVI/10ML 1/5DS ES/PT
Portugal,Animal Health,Sopronorte,Fencovis susp. inj. para bovinos 10x2 ml - 10 x 1 ds,FENCOVIS INJVI/2ML 10/1DS ES/PT
Portugal,Animal Health,Sopronorte,Glucantime 300 mg/ml solução injetável para cães 5mlx5,GLUCANTIME INJVI/5ML 5*1/300MG/ML PT
Portugal,Animal Health,Sopronorte,Frontline homegard 250 ml,FTL PETCARE HOM PUMPS/250ML 1/GR/CY/PT
Portugal,Animal Health,Sopronorte,Frontline combo spot-on gatos sol p/ unção punctiforme 6 pip,FTL COMBO CAT TUDLI/ 6/50+60MG/05ML P
Portugal,Animal Health,Sopronorte,Purevax rcp 10 doses,PUREVAX RCP INJVI/3ML 10/1DS ES
Portugal,Animal Health,Sopronorte,Nexgard spectra m (75 - 15kg) 3 comp.,NEXGARD SPEC M CHWTA/ 3/375+75MG ES/
Portugal,Animal Health,Sopronorte,Nexgard spectra s (35 - 75kg) 3 comp.,NEXGARD SPEC S CHWTA/ 3/1875+375MG E
Portugal,Animal Health,Sopronorte,Previcox 227 mg comprimidos mastigáveis para cães 30comp.,PREVICOX Q DOG CHWTA/ 30/227MG PT
Portugal,Animal Health,Sopronorte,Previcox 227 mg comprimidos mastigáveis para cães 10comp.,PREVICOX Q DOG CHWTA/ 10/227MG PT
Portugal,Animal Health,Sopronorte,Proteqflu-te suspensão injectável para cavalos cx 10doses,PROTEQFLU TE  R INVIM/1ML 10/1DS ES/PT
Portugal,Animal Health,Sopronorte,Previcox 57 mg comprimidos mastigáveis para cães 30comp.,PREVICOX Q DOG CHWTA/ 30/57MG PT
Portugal,Animal Health,Sopronorte,Previcox 57 mg comprimidos mastigáveis para cães 10comp,PREVICOX Q DOG CHWTA/ 10/57MG PT
Portugal,Animal Health,Sopronorte,Nexgard spectra l (15 - 30kg) 3 comp.,NEXGARD SPEC L CHWTA/ 3/75+15MG ES/PT
Portugal,Animal Health,Sopronorte,Nexgard spectra xl (30 - 60kg) 3 comp.,NEXGARD SPEC XL CHWTA/ 3/150+30MG ES/P
Portugal,Animal Health,Sopronorte,Nexgard spectra xs (2- 35kg) 3 comp.,NEXGARD SPEC XS CHWTA/ 3/9375+1875MG
Portugal,Animal Health,Sopronorte,Zactran 150 mg/ml sol inj para bovinosovinos e suínos 250ml,ZACTRAN INJVI/250ML 1/150MG/ML PT
Portugal,Animal Health,Sopronorte,Zactran 150 mg/ml sol inj para bovinosovinos e suínos 100ml,ZACTRAN INJVI/100ML 1/150MG/ML GR/CY/PT
Portugal,Animal Health,Sopronorte,Zactran 150 mg/ml sol inj para bovinos ovinos e suínos 50ml,ZACTRAN INJVI/50ML 1/150MG/ML PT
Portugal,Animal Health,Sopronorte,Nexgard combo l (25-75 kg) - 3 ser. spot-on,NEXG COMB CAT L TUDLI/09ML 3/ES/PT
Portugal,Animal Health,Sopronorte,Nexgard combo s ( <25 kg) - 3 ser. spot-on,NEXG COMB CAT S TUDLI/03ML 3/ES/PT
Portugal,Animal Health,Sopronorte,Frontpro 136 mg comp.  mastig.  p/ cães (xl) 25-50 kg-3 comp,FRONTPRO XL CHWTA/ 3/136MG PT
Portugal,Animal Health,Sopronorte,Frontpro 11 mg comp.  mastig. p/ cães (s) 2-4 kg - 3 comp.,FRONTPRO S CHWTA/ 3/113MG PT
Portugal,Animal Health,Sopronorte,Frontpro 28 mg comp.  mastig.  p/ cães (m) 4-10 kg - 3 comp,FRONTPRO M CHWTA/ 3/283MG PT
Portugal,Animal Health,Sopronorte,Frontpro 68 mg comp.  mastig.  p/ cães (l) 10-25 kg - 3 comp,FRONTPRO L CHWTA/ 3/68MG PT
Portugal,Animal Health,Sopronorte,Mamyzin parenteral 10g - cx10,MAMYZIN PARENTE DRLIQ/10G 10/+10 ES/PT
Portugal,Animal Health,Sopronorte,Bovalto respi intranasal spray nasal p/ bovinos 5 ds,BOVALTO RESPI I INJVI/10ML 1/5DS ES/PT
Portugal,Animal Health,Sopronorte,Eprinex multi 1 l,EPRINEX MULTI TOEXL/1L 1/5MG/ML ES/PT
Portugal,Animal Health,Sopronorte,Eprinex multi 5 l,EPRINEX MULTI TOEXL/5L 1/5MG/ML ES/PT
Portugal,Animal Health,Sopronorte,Eprinex multi 25 l,EPRINEX MULTI TOEXL/25L 1/5MG/ML ES/PT
Portugal,Animal Health,Sopronorte,Bovalto respi 4 suspensão injetável bovinos 25 doses,BOVALTO RESPI 4 INJVI/50ML 1/25DS ES/P
Portugal,Animal Health,Sopronorte,Bovalto respi 4 suspensão injetável bovinos 5 doses,BOVALTO RESPI 4 INJVI/10ML 1/5DS ES/PT
Portugal,Animal Health,Sopronorte,Bovalto respi 3 suspensão injetável bovinos 25 doses,BOVALTO RESPI 3 INJVI/50ML 1/25DS ES/P
Portugal,Animal Health,Sopronorte,Bovalto respi 3 suspensão injetável bovinos 5 doses,BOVALTO RESPI 3 INJVI/10ML 1/5DS ES/PT
Portugal,Animal Health,Sopronorte,Heartgard castanho 23 kg 6 x 272 mcg,HGARD PL DOG L CHWTA/ 6/272UG+227MG PT
Portugal,Animal Health,Sopronorte,Heartgard verde 12-22kg 6 x 136 mcg,HGARD PL DOG M CHWTA/ 6/136UG+114MG PT
Portugal,Animal Health,Sopronorte,Heartgard azul 11kg 6 x 68 mcg,HGARD PL DOG S CHWTA/ 6/68UG+57MG PT
Portugal,Animal Health,Sopronorte,Frontline tri-act xl cao (40-60 kg) 3 pip,FTL TRI-ACT XL TUDLI/ 3/4056+30288MG
Portugal,Animal Health,Sopronorte,Frontline tri-act l cao (20-40 kg) 3 pip,FTL TRI-ACT L TUDLI/ 3/2704+20192MG/
Portugal,Animal Health,Sopronorte,Frontline tri-act m cao (10-20 kg) 3 pip,FTL TRI-ACT M TUDLI/ 3/1352+10096MG/
Portugal,Animal Health,Sopronorte,Frontline tri-act s cao (5-10 kg) 3 pip,FTL TRI-ACT S TUDLI/ 3/676+5048MG/ML
Portugal,Animal Health,Sopronorte,Frontline tri-act xs cao (2-5 kg) 3 pip,FTL TRI-ACT XS TUDLI/ 3/338+2524MG/0
Portugal,Animal Health,Sopronorte,Ronaxan 20 mg comprimidos para cães e gatos 20comp.,RONAXAN CPR TABS/ 20/20MG PT
Portugal,Animal Health,Sopronorte,Ronaxan 100 mg comprimidos para cães 10comp.,RONAXAN CPR TABS/ 10/100MG PT
Portugal,Animal Health,Sopronorte,Ubrolexin - cx 20 inj.,UBROLEXIN OSOIN/ 20/20+133MG/G ES/PT
Portugal,Animal Health,Sopronorte,Benfital plus 24x100gr,BENFITAL PLUS POWDE/100G 24/ES
Portugal,Animal Health,Sopronorte,Metacam 20 mg/ml sol inj p/ bovinos suínos e equinos 100ml,METACAM 2% LIINJ/100ML 1/20MG/ML ES
Portugal,Animal Health,Sopronorte,Bovikalc - emb 6 x 4,BOVIKALC ODFR/192G 6*4/42G ES
Portugal,Animal Health,Sopronorte,Pexion 400 mg comprimidos para cães cx100,PEXION TABS/ 100/400MG ES
Portugal,Animal Health,Sopronorte,Pexion 100 mg comprimidos para cães cx100,PEXION TABS/ 100/100MG ES
Portugal,Animal Health,Sopronorte,Ivomec 10 mg/ml sol inj para bovinos ovinos e suínos 1lt,IVOMEC CATTLE INJSC/1L 1/10MG/ML PT
Portugal,Animal Health,Sopronorte,Ivomec - f  inj. bovino 1 litro,IVOMEC F INJSC/1L 1/10+100MG/ML PT
Portugal,Animal Health,Sopronorte,Eqvalan duo pasta oral para cavalos,EQVALAN DUO OSOPA/ 1/155+775MG/G ES/
Portugal,Animal Health,Sopronorte,Eqvalan 187 mg/g pasta oral para cavalos,EQVALAN OSOPA/ 1/187MG/G PT
Portugal,Animal Health,Sopronorte,Ivomec - f 200 ml,IVOMEC F INJSC/200ML 1/10+100MG/ML PT
Portugal,Animal Health,Sopronorte,Ivomec - f 500 ml,IVOMEC F INJSC/500ML 1/10+100MG/ML PT
Portugal,Animal Health,Sopronorte,Ivomec - f 50 ml,IVOMEC F INJSC/50ML 1/10+100MG/ML PT
Portugal,Animal Health,Sopronorte,Ivomec 10 mg/ml sol inj para bovinos ovinos e suínos 50ml,IVOMEC CATTLE INJSC/50ML 1/10MG/ML PT
Portugal,Animal Health,Sopronorte,Ivomec 10 mg/ml sol inj para bovinos ovinos e suínos 500ml,IVOMEC CATTLE INJSC/500ML 1/10MG/ML PT
Portugal,Animal Health,Sopronorte,Frontline combo xl - monopipeta,FTL CMBO DOG XL TUDLI/ 1/402+3618MG/4
Portugal,Animal Health,Sopronorte,Frontline combo -l- monopipeta,FTL COMBO DOG L TUDLI/ 1/268+2412/26
Portugal,Animal Health,Sopronorte,Frontline combo - m-  monopipeta,FTL COMBO DOG M TUDLI/ 1/134+1206MG/1
Portugal,Animal Health,Sopronorte,Vetmedin 25 mg comprimidos mastigáveis para cães 100comp.,VETMEDIN VET CHWTA/ 100/25MG ES
Portugal,Animal Health,Sopronorte,Proteq west nile suspensão injectável para cavalos 2 x 1 ds,PROTEQ WEST NIL INJVI/1ML 2/ES/PT
Portugal,Animal Health,Sopronorte,Metacam 20 mg/ml sol inj para bovinos suínos e equinos 50ml,METACAM 2% LIINJ/50ML 1/ES/PT
Portugal,Animal Health,Sopronorte,Nexgard 28 mg comp mastigáveis para cães  4-10 kg m cx3,NEXGARD DOG M CHWTA/ 3/283MG ES/PT
Portugal,Animal Health,Sopronorte,Semintra 4 mg/ml solução oral para gatos 30ml,SEMINTRA LIQUI/30ML 1/4MG/ML ES
Portugal,Animal Health,Sopronorte,Zactran 150 mg/ml sol inj para bovinosovinos e suínos 100ml,ZACTRAN INJVI/100ML 1/150MG/ML IT/GR/CY
Portugal,Animal Health,Sopronorte,Zactran 150 mg/ml sol inj para bovinosovinos e suínos 250ml,ZACTRAN INJVI/250ML 1/150MG/ML ES/PT
Portugal,Animal Health,Sopronorte,Eurican dappi - l multi cx 10 doses,EURICAN DAPPI INJSC/1ML 10/1DS PT
Portugal,Animal Health,Sopronorte,Glucantime 300 mg/ml solução injetável para cães 5mlx5,GLUCANTIME INJVI/5ML 5*1/300MG/ML PT
Portugal,Animal Health,Sopronorte,Nexgard 68 mg comp mastigáveis para cães  10-25 kg l cx3,NEXGARD DOG L CHWTA/ 3/68MG ES/PT
Portugal,Animal Health,Sopronorte,Nexgard 11 mg comp mastigáveis para cães 2-4 kg s cx3,NEXGARD DOG S CHWTA/ 3/113MG ES/PT
Portugal,Animal Health,Sopronorte,Nexgard 136 mg comp mastigáveis p/ cães ? 25-50 kg  xl cx3,NEXGARD DOG XL CHWTA/ 3/136MG ES/PT
Portugal,Animal Health,Novavet,Vetmedin vet mastig 10mg 50comp,VETMEDIN VET CHWTA/ 50/10MG ES
Portugal,Animal Health,Novavet,Vetmedin vet mastig 5mg 100comp,VETMEDIN VET CHWTA/ 100/5MG ES
Portugal,Animal Health,Novavet,Prozinc 40ui/ml 10ml(insulina),PROZINC INJSC/10ML 1/40IU/ML ES
Portugal,Animal Health,Novavet,Eurican piro fl 1ds  (pirodog),EURICAN PIRO INJVI/3ML 1/1DS PT
Portugal,Animal Health,Novavet,Glucantime cx5amp 5ml,GLUCANTIME INJVI/5ML 5*1/300MG/ML PT
Portugal,Animal Health,Novavet,Eprinex multi pour on 1l,EPRINEX MULTI TOEXL/1L 1/5MG/ML ES/PT
Portugal,Animal Health,Novavet,Eprinex pour on multi 25lt,EPRINEX MULTI TOEXL/25L 1/5MG/ML ES/PT
Portugal,Animal Health,Novavet,Bovalto respi 3 5ds 10ml,BOVALTO RESPI 3 INJVI/10ML 1/5DS ES/PT
Portugal,Animal Health,Novavet,Eqvalan duo pasta 774g,EQVALAN DUO OSOPA/ 1/155+775MG/G ES/
Portugal,Animal Health,Novavet,Bovalto respi 3 25ds 50ml,BOVALTO RESPI 3 INJVI/50ML 1/25DS ES/P
Portugal,Animal Health,Novavet,Metacam inj. 2% 50ml,METACAM 2% LIINJ/50ML 1/ES/PT
Portugal,Animal Health,Novavet,Gastrogard 37% pasta 7x6.16g,GASTROGARD OSOPA/ 7/37% ES/PT
Portugal,Animal Health,Novavet,Bovalto respi 4 25ds 50ml,BOVALTO RESPI 4 INJVI/50ML 1/25DS ES/P
Portugal,Animal Health,Novavet,Semintra 4mg/ml sol.oral 30ml gato,SEMINTRA LIQUI/30ML 1/4MG/ML ES
Portugal,Animal Health,Novavet,Bovalto respi 4 5ds 10ml,BOVALTO RESPI 4 INJVI/10ML 1/5DS ES/PT
Portugal,Animal Health,Novavet,Bovela 50ml (25ds),BOVELA BVD INVIM/50ML 1/25DS ES/PT
Portugal,Animal Health,Novavet,Broadline l (2.5-7.5kg) 3pip,BROADLINE CAT L TUDLI/ 3/ES/PT
Portugal,Animal Health,Novavet,Mamyzin secado 20sr.,MAMYZIN SECADO OSOIN/5ML 20/20+56+20MG
Portugal,Animal Health,Novavet,Vetmedin 0.75mg/ml inj. 5ml,VETMEDIN LIINJ/5ML 1/075MG/ML ES
Portugal,Animal Health,Novavet,Purevax rcpch felv 10ds,PVAX RCPCH FELV INJVI/3ML 10/1DS ES
Portugal,Animal Health,Novavet,Ingelvac circoflex inj 100ds,IV CIRCOFLEX INVIM/100ML 1/100DS ES
Portugal,Animal Health,Novavet,Quentan inj 50 ml,BISOLVON CATTLE LIINJ/50ML 1/300MG/100M
Portugal,Animal Health,Novavet,Miloxan inj 250ml,MILOXAN INJVI/250ML 1/PT
Portugal,Animal Health,Novavet,Avinew neo 10x1000 ds,AVINEW NEO EFFTA/ 10/1000DS DE/AT
Portugal,Animal Health,Novavet,Imalgene 1000 inj 100 mg-ml 10 m,IMALGENE 1000 INJVI/10ML 1/1G/10ML PT
Portugal,Animal Health,Novavet,Broadline s (0.6-2.5kg) 3pip,BROADLINE CAT S TUDLI/ 3/ES/PT
Portugal,Animal Health,Novavet,Neocolipor 25ds,NEOCOLIPOR INJVI/50ML 1/25DS GR/CY/PT
Portugal,Animal Health,Novavet,Ingelvac circoflex 50ml 50ds,IV CIRCOFLEX INVIM/50ML 1/50DS ES
Portugal,Animal Health,Novavet,Monzal 50ml,MONZAL LIINJ/50ML 1/ES/PT
Portugal,Animal Health,Novavet,Bovalto respi intranasal 5x1 ds,BOVALTO RESPI 2 INJVI/2ML 5/1DS ES/PT
Portugal,Animal Health,Novavet,Nexgard xl 136mg (25-50kg) 3comp,NEXGARD DOG XL CHWTA/ 3/136MG ES/PT
Portugal,Animal Health,Novavet,Nexgard l 68mg (10-25kg) 3comp,NEXGARD DOG L CHWTA/ 3/68MG ES/PT
Portugal,Animal Health,Novavet,Nexgard m 28.3mg (4-10kg) 3comp,NEXGARD DOG M CHWTA/ 3/283MG ES/PT
Portugal,Animal Health,Novavet,Nexgard s 11.3mg (2-4kg) 3comp,NEXGARD DOG S CHWTA/ 3/113MG ES/PT
Portugal,Animal Health,Novavet,Fencovis 5ds,FENCOVIS INJVI/10ML 1/5DS ES/PT
Portugal,Animal Health,Novavet,Fencovis 10x1ds,FENCOVIS INJVI/2ML 10/1DS ES/PT
Portugal,Animal Health,Novavet,Frontline homegard spray 250ml,FTL PETCARE HOM PUMPS/250ML 1/GR/CY/PT
Portugal,Animal Health,Novavet,Frontline combo gato 6pip,FTL COMBO CAT TUDLI/ 6/50+60MG/05ML P
Portugal,Animal Health,Novavet,Purevax rcp 05ml x 10ds,PUREVAX RCP INJVI/05ML 10/1DS FR/PT/S
Portugal,Animal Health,Novavet,Purevax rcpch 0.5mlx10ds,PUREVAX RCPCH INJVI/05ML 10/1DS FR/PT
Portugal,Animal Health,Novavet,Purevax felv 10ds,PUREVAX FELV INJVI/3ML 10/1DS ES
Portugal,Animal Health,Novavet,Eurican dappi-l multi 10ds,EURDAPPI L MUL INJSC/3ML 10/1DS FR
Portugal,Animal Health,Novavet,Eurican dappi-lr 10x1ds,EURIC DAPPI LR INJVI/3ML 10/1DS FR
Portugal,Animal Health,Novavet,Nexgard spectra m (7.5-15kg) 3comp,NEXGARD SPEC M CHWTA/ 3/375+75MG ES/
Portugal,Animal Health,Novavet,Nexgard spectra s (3.5-7.5kg) 3comp,NEXGARD SPEC S CHWTA/ 3/1875+375MG E
Portugal,Animal Health,Novavet,Previcox 227mgx30,PREVICOX Q DOG CHWTA/ 30/227MG PT
Portugal,Animal Health,Novavet,Previcox 227mgx10,PREVICOX Q DOG CHWTA/ 10/227MG PT
Portugal,Animal Health,Novavet,Proteq flu-te ser 10dsaim:c716/0dgv,PROTEQFLU TE  R INVIM/1ML 10/1DS ES/PT
Portugal,Animal Health,Novavet,Previcox 57mgx30,PREVICOX Q DOG CHWTA/ 30/57MG PT
Portugal,Animal Health,Novavet,Previcox 57mgx10,PREVICOX Q DOG CHWTA/ 10/57MG PT
Portugal,Animal Health,Novavet,Nexgard spectra l (15-30kg) 3comp,NEXGARD SPEC L CHWTA/ 3/75+15MG ES/PT
Portugal,Animal Health,Novavet,Nexgard spectra xl (30-60kg) 3comp,NEXGARD SPEC XL CHWTA/ 3/150+30MG ES/P
Portugal,Animal Health,Novavet,Nexgard spectra xs (2-3.5kg) 3comp,NEXGARD SPEC XS CHWTA/ 3/9375+1875MG
Portugal,Animal Health,Novavet,Zactran 250ml,ZACTRAN INJVI/250ML 1/150MG/ML PT
Portugal,Animal Health,Novavet,Zactran 100ml,ZACTRAN INJVI/100ML 1/150MG/ML GR/CY/PT
Portugal,Animal Health,Novavet,Eurican herpes 205 1ds,EURIC HERP 205 INJVI/3ML 1/1DS ES/PT
Portugal,Animal Health,Novavet,Zactran 50ml,ZACTRAN INJVI/50ML 1/150MG/ML PT
Portugal,Animal Health,Novavet,Nexgard combo gato l(2.5-7.5kg)3pi,NEXG COMB CAT L TUDLI/09ML 3/ES/PT
Portugal,Animal Health,Novavet,Nexgard combo gato s 3pip,NEXG COMB CAT S TUDLI/03ML 3/ES/PT
Portugal,Animal Health,Novavet,Frontpro xl 25-50kg 3cp,FRONTPRO XL CHWTA/ 3/136MG PT
Portugal,Animal Health,Novavet,Frontpro s 2-4kg 3cp,FRONTPRO S CHWTA/ 3/113MG PT
Portugal,Animal Health,Novavet,Frontpro m 4-10kg 3cp,FRONTPRO M CHWTA/ 3/283MG PT
Portugal,Animal Health,Novavet,Frontpro l 10-25kg 3cp,FRONTPRO L CHWTA/ 3/68MG PT
Portugal,Animal Health,Novavet,Mamyzin parenteral 10mg 10?,MAMYZIN PARENTE DRLIQ/10G 10/+10 ES/PT
Portugal,Animal Health,Novavet,Bovalto respi intranasal 5ds,BOVALTO RESPI I INJVI/10ML 1/5DS ES/PT
Portugal,Animal Health,Novavet,Eprinex pour on multi 5lt,EPRINEX MULTI TOEXL/5L 1/5MG/ML ES/PT
Portugal,Animal Health,Novavet,Eurican dap-l multi 10 ds,EUR DAP L MULT INJSC/3ML 10/1DS FR
Portugal,Animal Health,Novavet,Heartgard 30pls cast 272mg(23-45kg),HGARD PL DOG L CHWTA/ 6/272UG+227MG PT
Portugal,Animal Health,Novavet,Heartgard 30pls vrd 136mg(12-22kg),HGARD PL DOG M CHWTA/ 6/136UG+114MG PT
Portugal,Animal Health,Novavet,Heartgard 30pls azul 68mg(<11kg),HGARD PL DOG S CHWTA/ 6/68UG+57MG PT
Portugal,Animal Health,Novavet,Frontline tri-act xl cão 40-60kg 3p,FTL TRI-ACT XL TUDLI/ 3/4056+30288MG
Portugal,Animal Health,Novavet,Frontline tri-act l cão 20-40kg 3pi,FTL TRI-ACT L TUDLI/ 3/2704+20192MG/
Portugal,Animal Health,Novavet,Frontline tri-act m cão 10-20kg 3pi,FTL TRI-ACT M TUDLI/ 3/1352+10096MG/
Portugal,Animal Health,Novavet,Frontline tri-act s cão 5-10kg 3pip,FTL TRI-ACT S TUDLI/ 3/676+5048MG/ML
Portugal,Animal Health,Novavet,Frontline tri-act xs cão 2-5kg 3pip,FTL TRI-ACT XS TUDLI/ 3/338+2524MG/0
Portugal,Animal Health,Novavet,Eurican pneumo 10ds(pneumodog),EURICAN PNEUMO INJSC/3ML 10/1DS PT
Portugal,Animal Health,Novavet,Eurican primo fl 10ds (primodog),EURICAN PRIMO INJSC/3ML 10/1DS PT
Portugal,Animal Health,Novavet,Ronaxan comp 20 mg x 20,RONAXAN CPR TABS/ 20/20MG PT
Portugal,Animal Health,Novavet,Ronaxan comp 100 mg x 10,RONAXAN CPR TABS/ 10/100MG PT
Portugal,Animal Health,Novavet,Ubrolexin intramamario 20inj,UBROLEXIN OSOIN/ 20/20+133MG/G ES/PT
Portugal,Animal Health,Novavet,Benfital plus 24x100g,BENFITAL PLUS POWDE/100G 24/ES
Portugal,Animal Health,Novavet,Metacam inj. 2% 100ml,METACAM 2% LIINJ/100ML 1/20MG/ML ES
Portugal,Animal Health,Novavet,Bovikalc 6 x 4bolus,BOVIKALC ODFR/192G 6*4/42G ES
Portugal,Animal Health,Novavet,Pexion 400mg 100cp,PEXION TABS/ 100/400MG ES
Portugal,Animal Health,Novavet,Pexion 100mg 100cp,PEXION TABS/ 100/100MG ES
Portugal,Animal Health,Novavet,Ivomec multi-especies 1% inj 1l,IVOMEC CATTLE INJSC/1L 1/10MG/ML PT
Portugal,Animal Health,Novavet,Rabisin 10x1ds-aim 382/91 dgv,RABISIN ST INJVI/3ML 10/1DS PT
Portugal,Animal Health,Novavet,Ivomec f inj 1l,IVOMEC F INJSC/1L 1/10+100MG/ML PT
Portugal,Animal Health,Novavet,Eqvalan pasta ser. 642g,EQVALAN OSOPA/ 1/187MG/G PT
Portugal,Animal Health,Novavet,Ivomec f inj 200 ml,IVOMEC F INJSC/200ML 1/10+100MG/ML PT
Portugal,Animal Health,Novavet,Ivomec f inj 500 ml,IVOMEC F INJSC/500ML 1/10+100MG/ML PT
Portugal,Animal Health,Novavet,Ivomec f inj 50 ml,IVOMEC F INJSC/50ML 1/10+100MG/ML PT
Portugal,Animal Health,Novavet,Ivomec multi-especies 1% inj 50 ml,IVOMEC CATTLE INJSC/50ML 1/10MG/ML PT
